arabic_word,normalized_arabic,phonetic_word,simple_latin
لِكُلِّ,لكل,likulli,lkl
نَفْسٍ,نفس,nafsin,nfs
ظَلَمَتْ,ظلمت,thalamat,zlmt
مَا,ما,ma,ma
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
لَٱفْتَدَتْ,لافتدت,laiftadat,laftdt
بِهِ,به,bihi,bh
وَأَسَرُّوا,واسروا,waasarroo,wasrwa
ٱلنَّدَامَةَ,الندامه,alnnadamata,alndamh
لَمَّا,لما,lamma,lma
رَأَوُا,راوا,raawoo,rawa
ٱلْعَذَابَ,العذاب,alAAathaba,aladhab
وَقُضِىَ,وقضي,waqudiya,wqdy
بَيْنَهُم,بينهم,baynahum,bynhm
بِٱلْقِسْطِ,بالقسط,bialqisti,balqst
وَهُمْ,وهم,wahum,whm
لَا,لا,la,la
يُظْلَمُونَ,يظلمون,yuthlamoona,yzlmwn
أَلَآ,الا,Ala,ala
إِنَّ,ان,inna,an
لِلَّهِ,لله,lillahi,llh
مَا,ما,ma,ma
فِى,في,fee,fy
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَٱلْأَرْضِ,والارض,waalardi,walard
أَلَآ,الا,ala,ala
إِنَّ,ان,inna,an
وَعْدَ,وعد,waAAda,wad
ٱللَّهِ,الله,Allahi,allh
حَقٌّ,حق,haqqun,hq
وَلَٰكِنَّ,ولاكن,walakinna,wlakn
أَكْثَرَهُمْ,اكثرهم,aktharahum,akthrhm
لَا,لا,la,la
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
هُوَ,هو,Huwa,hw
يُحْىِ,يحي,yuhyee,yhy
وَيُمِيتُ,ويميت,wayumeetu,wymyt
وَإِلَيْهِ,واليه,wailayhi,walyh
تُرْجَعُونَ,ترجعون,turjaAAoona,trjawn
قُلْ,قل,Qul,ql
بِفَضْلِ,بفضل,bifadli,bfdl
ٱللَّهِ,الله,Allahi,allh
وَبِرَحْمَتِهِ,وبرحمته,wabirahmatihi,wbrhmth
فَبِذَٰلِكَ,فبذالك,fabithalika,fbdhalk
فَلْيَفْرَحُوا,فليفرحوا,falyafrahoo,flyfrhwa
هُوَ,هو,huwa,hw
خَيْرٌ,خير,khayrun,khyr
مِّمَّا,مما,mimma,mma
يَجْمَعُونَ,يجمعون,yajmaAAoona,yjmawn
قُلْ,قل,Qul,ql
أَرَءَيْتُم,ارءيتم,araaytum,araytm
مَّآ,ما,ma,ma
أَنزَلَ,انزل,anzala,anzl
ٱللَّهُ,الله,Allahu,allh
لَكُم,لكم,lakum,lkm
مِّن,من,min,mn
رِّزْقٍ,رزق,rizqin,rzq
فَجَعَلْتُم,فجعلتم,fajaAAaltum,fjaltm
مِّنْهُ,منه,minhu,mnh
حَرَامًا,حراما,haraman,hrama
وَحَلَٰلًا,وحلالا,wahalalan,whlala
قُلْ,قل,qul,ql
ءَآللَّهُ,ءالله,allahu,aallh
أَذِنَ,اذن,athina,adhn
لَكُمْ,لكم,lakum,lkm
أَمْ,ام,am,am
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
تَفْتَرُونَ,تفترون,taftaroona,tftrwn
وَمَا,وما,Wama,wma
ظَنُّ,ظن,thannu,zn
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَفْتَرُونَ,يفترون,yaftaroona,yftrwn
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
ٱلْكَذِبَ,الكذب,alkathiba,alkdhb
يَوْمَ,يوم,yawma,ywm
ٱلْقِيَٰمَةِ,القيامه,alqiyamati,alqyamh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
لَذُو,لذو,lathoo,ldhw
فَضْلٍ,فضل,fadlin,fdl
عَلَى,علي,AAala,aly
ٱلنَّاسِ,الناس,alnnasi,alnas
وَلَٰكِنَّ,ولاكن,walakinna,wlakn
أَكْثَرَهُمْ,اكثرهم,aktharahum,akthrhm
لَا,لا,la,la
يَشْكُرُونَ,يشكرون,yashkuroona,yshkrwn
وَمَا,وما,Wama,wma
تَكُونُ,تكون,takoonu,tkwn
فِى,في,fee,fy
شَأْنٍ,شان,shanin,shan
وَمَا,وما,wama,wma
تَتْلُوا,تتلوا,tatloo,ttlwa
مِنْهُ,منه,minhu,mnh
مِن,من,min,mn
قُرْءَانٍ,قرءان,quranin,qraan
وَلَا,ولا,wala,wla
تَعْمَلُونَ,تعملون,taAAmaloona,tamlwn
مِنْ,من,min,mn
عَمَلٍ,عمل,AAamalin,aml
إِلَّا,الا,illa,ala
كُنَّا,كنا,kunna,kna
عَلَيْكُمْ,عليكم,AAalaykum,alykm
شُهُودًا,شهودا,shuhoodan,shhwda
إِذْ,اذ,ith,adh
تُفِيضُونَ,تفيضون,tufeedoona,tfydwn
فِيهِ,فيه,feehi,fyh
وَمَا,وما,wama,wma
يَعْزُبُ,يعزب,yaAAzubu,yazb
عَن,عن,AAan,an
رَّبِّكَ,ربك,rabbika,rbk
مِن,من,min,mn
مِّثْقَالِ,مثقال,mithqali,mthqal
ذَرَّةٍ,ذره,tharratin,dhrh
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَلَا,ولا,wala,wla
فِى,في,fee,fy
ٱلسَّمَآءِ,السماء,alssamai,alsmaa
وَلَآ,ولا,wala,wla
أَصْغَرَ,اصغر,asghara,asghr
مِن,من,min,mn
ذَٰلِكَ,ذالك,thalika,dhalk
وَلَآ,ولا,wala,wla
أَكْبَرَ,اكبر,akbara,akbr
إِلَّا,الا,illa,ala
فِى,في,fee,fy
كِتَٰبٍ,كتاب,kitabin,ktab
مُّبِينٍ,مبين,mubeenun,mbyn
أَلَآ,الا,Ala,ala
إِنَّ,ان,inna,an
أَوْلِيَآءَ,اولياء,awliyaa,awlyaa
ٱللَّهِ,الله,Allahi,allh
لَا,لا,la,la
خَوْفٌ,خوف,khawfun,khwf
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
وَلَا,ولا,wala,wla
هُمْ,هم,hum,hm
يَحْزَنُونَ,يحزنون,yahzanoona,yhznwn
ٱلَّذِينَ,الذين,Allatheena,aldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَكَانُوا,وكانوا,wakanoo,wkanwa
يَتَّقُونَ,يتقون,yattaqoona,ytqwn
لَهُمُ,لهم,Lahumu,lhm
ٱلْبُشْرَىٰ,البشريا,albushra,albshrya
فِى,في,fee,fy
ٱلْحَيَوٰةِ,الحيواه,alhayati,alhywah
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
وَفِى,وفي,wafee,wfy
ٱلْءَاخِرَةِ,الءاخره,alakhirati,alaakhrh
لَا,لا,la,la
تَبْدِيلَ,تبديل,tabdeela,tbdyl
لِكَلِمَٰتِ,لكلمات,likalimati,lklmat
ٱللَّهِ,الله,Allahi,allh
ذَٰلِكَ,ذالك,thalika,dhalk
هُوَ,هو,huwa,hw
ٱلْفَوْزُ,الفوز,alfawzu,alfwz
ٱلْعَظِيمُ,العظيم,alAAatheemu,alazym
وَلَا,ولا,Wala,wla
يَحْزُنكَ,يحزنك,yahzunka,yhznk
قَوْلُهُمْ,قولهم,qawluhum,qwlhm
إِنَّ,ان,inna,an
ٱلْعِزَّةَ,العزه,alAAizzata,alazh
لِلَّهِ,لله,lillahi,llh
جَمِيعًا,جميعا,jameeAAan,jmyaa
هُوَ,هو,huwa,hw
ٱلسَّمِيعُ,السميع,alssameeAAu,alsmya
ٱلْعَلِيمُ,العليم,alAAaleemu,alalym
أَلَآ,الا,Ala,ala
إِنَّ,ان,inna,an
لِلَّهِ,لله,lillahi,llh
مَن,من,man,mn
فِى,في,fee,fy
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَمَن,ومن,waman,wmn
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَمَا,وما,wama,wma
يَتَّبِعُ,يتبع,yattabiAAu,ytba
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَدْعُونَ,يدعون,yadAAoona,ydawn
مِن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
شُرَكَآءَ,شركاء,shurakaa,shrkaa
إِن,ان,in,an
يَتَّبِعُونَ,يتبعون,yattabiAAoona,ytbawn
إِلَّا,الا,illa,ala
ٱلظَّنَّ,الظن,alththanna,alzn
وَإِنْ,وان,wain,wan
هُمْ,هم,hum,hm
إِلَّا,الا,illa,ala
يَخْرُصُونَ,يخرصون,yakhrusoona,ykhrswn
هُوَ,هو,Huwa,hw
ٱلَّذِى,الذي,allathee,aldhy
جَعَلَ,جعل,jaAAala,jal
لَكُمُ,لكم,lakumu,lkm
ٱلَّيْلَ,اليل,allayla,alyl
لِتَسْكُنُوا,لتسكنوا,litaskunoo,ltsknwa
فِيهِ,فيه,feehi,fyh
وَٱلنَّهَارَ,والنهار,waalnnahara,walnhar
مُبْصِرًا,مبصرا,mubsiran,mbsra
إِنَّ,ان,inna,an
فِى,في,fee,fy
ذَٰلِكَ,ذالك,thalika,dhalk
لَءَايَٰتٍ,لءايات,laayatin,laayat
لِّقَوْمٍ,لقوم,liqawmin,lqwm
يَسْمَعُونَ,يسمعون,yasmaAAoona,ysmawn
قَالُوا,قالوا,Qaloo,qalwa
ٱتَّخَذَ,اتخذ,ittakhatha,atkhdh
ٱللَّهُ,الله,Allahu,allh
وَلَدًا,ولدا,waladan,wlda
سُبْحَٰنَهُ,سبحانه,subhanahu,sbhanh
هُوَ,هو,huwa,hw
ٱلْغَنِىُّ,الغني,alghaniyyu,alghny
لَهُ,له,lahu,lh
مَا,ما,ma,ma
فِى,في,fee,fy
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَمَا,وما,wama,wma
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
إِنْ,ان,in,an
عِندَكُم,عندكم,AAindakum,andkm
مِّن,من,min,mn
سُلْطَٰنٍ,سلطان,sultanin,sltan
بِهَٰذَآ,بهاذا,bihatha,bhadha
أَتَقُولُونَ,اتقولون,ataqooloona,atqwlwn
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
مَا,ما,ma,ma
لَا,لا,la,la
تَعْلَمُونَ,تعلمون,taAAlamoona,talmwn
قُلْ,قل,Qul,ql
إِنَّ,ان,inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَفْتَرُونَ,يفترون,yaftaroona,yftrwn
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
ٱلْكَذِبَ,الكذب,alkathiba,alkdhb
لَا,لا,la,la
يُفْلِحُونَ,يفلحون,yuflihoona,yflhwn
مَتَٰعٌ,متاع,MataAAun,mtaa
فِى,في,fee,fy
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
ثُمَّ,ثم,thumma,thm
إِلَيْنَا,الينا,ilayna,alyna
مَرْجِعُهُمْ,مرجعهم,marjiAAuhum,mrjahm
ثُمَّ,ثم,thumma,thm
نُذِيقُهُمُ,نذيقهم,nutheequhumu,ndhyqhm
ٱلْعَذَابَ,العذاب,alAAathaba,aladhab
ٱلشَّدِيدَ,الشديد,alshshadeeda,alshdyd
بِمَا,بما,bima,bma
كَانُوا,كانوا,kanoo,kanwa
يَكْفُرُونَ,يكفرون,yakfuroona,ykfrwn
فَإِن,فان,Fain,fan
تَوَلَّيْتُمْ,توليتم,tawallaytum,twlytm
فَمَا,فما,fama,fma
سَأَلْتُكُم,سالتكم,saaltukum,saltkm
مِّنْ,من,min,mn
أَجْرٍ,اجر,ajrin,ajr
إِنْ,ان,in,an
أَجْرِىَ,اجري,ajriya,ajry
إِلَّا,الا,illa,ala
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
وَأُمِرْتُ,وامرت,waomirtu,wamrt
أَنْ,ان,an,an
أَكُونَ,اكون,akoona,akwn
مِنَ,من,mina,mn
ٱلْمُسْلِمِينَ,المسلمين,almuslimeena,almslmyn
فَكَذَّبُوهُ,فكذبوه,Fakaththaboohu,fkdhbwh
فَنَجَّيْنَٰهُ,فنجيناه,fanajjaynahu,fnjynah
وَمَن,ومن,waman,wmn
مَّعَهُ,معه,maAAahu,mah
فِى,في,fee,fy
ٱلْفُلْكِ,الفلك,alfulki,alflk
وَجَعَلْنَٰهُمْ,وجعلناهم,wajaAAalnahum,wjalnahm
خَلَٰٓئِفَ,خلايف,khalaifa,khlayf
وَأَغْرَقْنَا,واغرقنا,waaghraqna,waghrqna
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَذَّبُوا,كذبوا,kaththaboo,kdhbwa
بِـَٔايَٰتِنَا,باياتنا,biayatina,bayatna
فَٱنظُرْ,فانظر,faonthur,fanzr
كَيْفَ,كيف,kayfa,kyf
كَانَ,كان,kana,kan
عَٰقِبَةُ,عاقبه,AAaqibatu,aaqbh
ٱلْمُنذَرِينَ,المنذرين,almunthareena,almndhryn
ثُمَّ,ثم,Thumma,thm
بَعَثْنَا,بعثنا,baAAathna,bathna
مِن,من,min,mn
بَعْدِهِ,بعده,baAAdihi,badh
رُسُلًا,رسلا,rusulan,rsla
إِلَىٰ,اليا,ila,alya
قَوْمِهِمْ,قومهم,qawmihim,qwmhm
فَجَآءُوهُم,فجاءوهم,fajaoohum,fjaawhm
بِٱلْبَيِّنَٰتِ,بالبينات,bialbayyinati,balbynat
فَمَا,فما,fama,fma
كَانُوا,كانوا,kanoo,kanwa
لِيُؤْمِنُوا,ليومنوا,liyuminoo,lywmnwa
بِمَا,بما,bima,bma
كَذَّبُوا,كذبوا,kaththaboo,kdhbwa
بِهِ,به,bihi,bh
مِن,من,min,mn
قَبْلُ,قبل,qablu,qbl
كَذَٰلِكَ,كذالك,kathalika,kdhalk
نَطْبَعُ,نطبع,natbaAAu,ntba
عَلَىٰ,عليا,AAala,alya
قُلُوبِ,قلوب,quloobi,qlwb
ٱلْمُعْتَدِينَ,المعتدين,almuAAtadeena,almatdyn
ثُمَّ,ثم,Thumma,thm
بَعَثْنَا,بعثنا,baAAathna,bathna
مِن,من,min,mn
بَعْدِهِم,بعدهم,baAAdihim,badhm
مُّوسَىٰ,موسيا,moosa,mwsya
وَهَٰرُونَ,وهارون,waharoona,wharwn
إِلَىٰ,اليا,ila,alya
فِرْعَوْنَ,فرعون,firAAawna,frawn
وَمَلَإِيهِ,وملايه,wamalaihi,wmlayh
بِـَٔايَٰتِنَا,باياتنا,biayatina,bayatna
فَٱسْتَكْبَرُوا,فاستكبروا,faistakbaroo,fastkbrwa
وَكَانُوا,وكانوا,wakanoo,wkanwa
قَوْمًا,قوما,qawman,qwma
مُّجْرِمِينَ,مجرمين,mujrimeena,mjrmyn
فَلَمَّا,فلما,Falamma,flma
جَآءَهُمُ,جاءهم,jaahumu,jaahm
ٱلْحَقُّ,الحق,alhaqqu,alhq
مِنْ,من,min,mn
عِندِنَا,عندنا,AAindina,andna
قَالُوٓا,قالوا,qaloo,qalwa
إِنَّ,ان,inna,an
هَٰذَا,هاذا,hatha,hadha
لَسِحْرٌ,لسحر,lasihrun,lshr
مُّبِينٌ,مبين,mubeenun,mbyn
قَالَ,قال,Qala,qal
مُوسَىٰٓ,موسيا,moosa,mwsya
أَتَقُولُونَ,اتقولون,ataqooloona,atqwlwn
لِلْحَقِّ,للحق,lilhaqqi,llhq
لَمَّا,لما,lamma,lma
جَآءَكُمْ,جاءكم,jaakum,jaakm
أَسِحْرٌ,اسحر,asihrun,ashr
هَٰذَا,هاذا,hatha,hadha
وَلَا,ولا,wala,wla
يُفْلِحُ,يفلح,yuflihu,yflh
ٱلسَّٰحِرُونَ,الساحرون,alssahiroona,alsahrwn
قَالُوٓا,قالوا,Qaloo,qalwa
أَجِئْتَنَا,اجيتنا,ajitana,ajytna
لِتَلْفِتَنَا,لتلفتنا,litalfitana,ltlftna
عَمَّا,عما,AAamma,ama
وَجَدْنَا,وجدنا,wajadna,wjdna
عَلَيْهِ,عليه,AAalayhi,alyh
ءَابَآءَنَا,ءاباءنا,abaana,aabaana
وَتَكُونَ,وتكون,watakoona,wtkwn
لَكُمَا,لكما,lakuma,lkma
ٱلْكِبْرِيَآءُ,الكبرياء,alkibriyao,alkbryaa
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَمَا,وما,wama,wma
نَحْنُ,نحن,nahnu,nhn
لَكُمَا,لكما,lakuma,lkma
بِمُؤْمِنِينَ,بمومنين,bimumineena,bmwmnyn
وَقَالَ,وقال,Waqala,wqal
فِرْعَوْنُ,فرعون,firAAawnu,frawn
ٱئْتُونِى,ايتوني,itoonee,aytwny
بِكُلِّ,بكل,bikulli,bkl
سَٰحِرٍ,ساحر,sahirin,sahr
عَلِيمٍ,عليم,AAaleemin,alym
فَلَمَّا,فلما,Falamma,flma
جَآءَ,جاء,jaa,jaa
ٱلسَّحَرَةُ,السحره,alssaharatu,alshrh
قَالَ,قال,qala,qal
لَهُم,لهم,lahum,lhm
مُّوسَىٰٓ,موسيا,moosa,mwsya
أَلْقُوا,القوا,alqoo,alqwa
مَآ,ما,ma,ma
أَنتُم,انتم,antum,antm
مُّلْقُونَ,ملقون,mulqoona,mlqwn
فَلَمَّآ,فلما,Falamma,flma
أَلْقَوْا,القوا,alqaw,alqwa
قَالَ,قال,qala,qal
مُوسَىٰ,موسيا,moosa,mwsya
مَا,ما,ma,ma
جِئْتُم,جيتم,jitum,jytm
بِهِ,به,bihi,bh
ٱلسِّحْرُ,السحر,alssihru,alshr
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
سَيُبْطِلُهُٓ,سيبطله,sayubtiluhu,sybtlh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
لَا,لا,la,la
يُصْلِحُ,يصلح,yuslihu,yslh
عَمَلَ,عمل,AAamala,aml
ٱلْمُفْسِدِينَ,المفسدين,almufsideena,almfsdyn
وَيُحِقُّ,ويحق,Wayuhiqqu,wyhq
ٱللَّهُ,الله,Allahu,allh
ٱلْحَقَّ,الحق,alhaqqa,alhq
بِكَلِمَٰتِهِ,بكلماته,bikalimatihi,bklmath
وَلَوْ,ولو,walaw,wlw
كَرِهَ,كره,kariha,krh
ٱلْمُجْرِمُونَ,المجرمون,almujrimoona,almjrmwn
فَمَآ,فما,Fama,fma
ءَامَنَ,ءامن,amana,aamn
لِمُوسَىٰٓ,لموسيا,limoosa,lmwsya
إِلَّا,الا,illa,ala
ذُرِّيَّةٌ,ذريه,thurriyyatun,dhryh
مِّن,من,min,mn
قَوْمِهِ,قومه,qawmihi,qwmh
عَلَىٰ,عليا,AAala,alya
خَوْفٍ,خوف,khawfin,khwf
مِّن,من,min,mn
فِرْعَوْنَ,فرعون,firAAawna,frawn
وَمَلَإِيهِمْ,وملايهم,wamalaihim,wmlayhm
أَن,ان,an,an
يَفْتِنَهُمْ,يفتنهم,yaftinahum,yftnhm
وَإِنَّ,وان,wainna,wan
فِرْعَوْنَ,فرعون,firAAawna,frawn
لَعَالٍ,لعال,laAAalin,laal
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَإِنَّهُ,وانه,wainnahu,wanh
لَمِنَ,لمن,lamina,lmn
ٱلْمُسْرِفِينَ,المسرفين,almusrifeena,almsrfyn
فَقَالُوا,فقالوا,Faqaloo,fqalwa
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
تَوَكَّلْنَا,توكلنا,tawakkalna,twklna
رَبَّنَا,ربنا,rabbana,rbna
لَا,لا,la,la
تَجْعَلْنَا,تجعلنا,tajAAalna,tjalna
فِتْنَةً,فتنه,fitnatan,ftnh
لِّلْقَوْمِ,للقوم,lilqawmi,llqwm
ٱلظَّٰلِمِينَ,الظالمين,alththalimeena,alzalmyn
وَنَجِّنَا,ونجنا,Wanajjina,wnjna
بِرَحْمَتِكَ,برحمتك,birahmatika,brhmtk
مِنَ,من,mina,mn
ٱلْقَوْمِ,القوم,alqawmi,alqwm
ٱلْكَٰفِرِينَ,الكافرين,alkafireena,alkafryn
وَأَوْحَيْنَآ,واوحينا,Waawhayna,wawhyna
إِلَىٰ,اليا,ila,alya
مُوسَىٰ,موسيا,moosa,mwsya
وَأَخِيهِ,واخيه,waakheehi,wakhyh
أَن,ان,an,an
تَبَوَّءَا,تبوءا,tabawwaa,tbwaa
لِقَوْمِكُمَا,لقومكما,liqawmikuma,lqwmkma
بِمِصْرَ,بمصر,bimisra,bmsr
بُيُوتًا,بيوتا,buyootan,bywta
وَٱجْعَلُوا,واجعلوا,waijAAaloo,wajalwa
بُيُوتَكُمْ,بيوتكم,buyootakum,bywtkm
قِبْلَةً,قبله,qiblatan,qblh
وَأَقِيمُوا,واقيموا,waaqeemoo,waqymwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَبَشِّرِ,وبشر,wabashshiri,wbshr
ٱلْمُؤْمِنِينَ,المومنين,almumineena,almwmnyn
وَقَالَ,وقال,Waqala,wqal
مُوسَىٰ,موسيا,moosa,mwsya
رَبَّنَآ,ربنا,rabbana,rbna
إِنَّكَ,انك,innaka,ank
ءَاتَيْتَ,ءاتيت,atayta,aatyt
فِرْعَوْنَ,فرعون,firAAawna,frawn
وَمَلَأَهُ,وملاه,wamalaahu,wmlah
زِينَةً,زينه,zeenatan,zynh
وَأَمْوَٰلًا,واموالا,waamwalan,wamwala
فِى,في,fee,fy
ٱلْحَيَوٰةِ,الحيواه,alhayati,alhywah
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
رَبَّنَا,ربنا,rabbana,rbna
لِيُضِلُّوا,ليضلوا,liyudilloo,lydlwa
عَن,عن,AAan,an
سَبِيلِكَ,سبيلك,sabeelika,sbylk
رَبَّنَا,ربنا,rabbana,rbna
ٱطْمِسْ,اطمس,itmis,atms
عَلَىٰٓ,عليا,AAala,alya
أَمْوَٰلِهِمْ,اموالهم,amwalihim,amwalhm
وَٱشْدُدْ,واشدد,waoshdud,washdd
عَلَىٰ,عليا,AAala,alya
قُلُوبِهِمْ,قلوبهم,quloobihim,qlwbhm
فَلَا,فلا,fala,fla
يُؤْمِنُوا,يومنوا,yuminoo,ywmnwa
حَتَّىٰ,حتيا,hatta,htya
يَرَوُا,يروا,yarawoo,yrwa
ٱلْعَذَابَ,العذاب,alAAathaba,aladhab
ٱلْأَلِيمَ,الاليم,alaleema,alalym
قَالَ,قال,Qala,qal
قَدْ,قد,qad,qd
أُجِيبَت,اجيبت,ojeebat,ajybt
دَّعْوَتُكُمَا,دعوتكما,daAAwatukuma,dawtkma
فَٱسْتَقِيمَا,فاستقيما,faistaqeema,fastqyma
وَلَا,ولا,wala,wla
تَتَّبِعَآنِّ,تتبعان,tattabiAAanni,ttbaan
سَبِيلَ,سبيل,sabeela,sbyl
ٱلَّذِينَ,الذين,allatheena,aldhyn
لَا,لا,la,la
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
وَجَٰوَزْنَا,وجاوزنا,Wajawazna,wjawzna
بِبَنِىٓ,ببني,bibanee,bbny
إِسْرَٰٓءِيلَ,اسراءيل,israeela,asraayl
ٱلْبَحْرَ,البحر,albahra,albhr
فَأَتْبَعَهُمْ,فاتبعهم,faatbaAAahum,fatbahm
فِرْعَوْنُ,فرعون,firAAawnu,frawn
وَجُنُودُهُ,وجنوده,wajunooduhu,wjnwdh
بَغْيًا,بغيا,baghyan,bghya
وَعَدْوًا,وعدوا,waAAadwan,wadwa
حَتَّىٰٓ,حتيا,hatta,htya
إِذَآ,اذا,itha,adha
أَدْرَكَهُ,ادركه,adrakahu,adrkh
ٱلْغَرَقُ,الغرق,algharaqu,alghrq
قَالَ,قال,qala,qal
ءَامَنتُ,ءامنت,amantu,aamnt
أَنَّهُ,انه,annahu,anh
لَآ,لا,la,la
إِلَٰهَ,الاه,ilaha,alah
إِلَّا,الا,illa,ala
ٱلَّذِىٓ,الذي,allathee,aldhy
ءَامَنَتْ,ءامنت,amanat,aamnt
بِهِ,به,bihi,bh
بَنُوٓا,بنوا,banoo,bnwa
إِسْرَٰٓءِيلَ,اسراءيل,israeela,asraayl
وَأَنَا,وانا,waana,wana
مِنَ,من,mina,mn
ٱلْمُسْلِمِينَ,المسلمين,almuslimeena,almslmyn
ءَآلْـَٰٔنَ,ءالان,Alana,aalan
وَقَدْ,وقد,waqad,wqd
عَصَيْتَ,عصيت,AAasayta,asyt
قَبْلُ,قبل,qablu,qbl
وَكُنتَ,وكنت,wakunta,wknt
مِنَ,من,mina,mn
ٱلْمُفْسِدِينَ,المفسدين,almufsideena,almfsdyn
فَٱلْيَوْمَ,فاليوم,Faalyawma,falywm
نُنَجِّيكَ,ننجيك,nunajjeeka,nnjyk
بِبَدَنِكَ,ببدنك,bibadanika,bbdnk
لِتَكُونَ,لتكون,litakoona,ltkwn
لِمَنْ,لمن,liman,lmn
خَلْفَكَ,خلفك,khalfaka,khlfk
ءَايَةً,ءايه,ayatan,aayh
وَإِنَّ,وان,wainna,wan
كَثِيرًا,كثيرا,katheeran,kthyra
مِّنَ,من,mina,mn
ٱلنَّاسِ,الناس,alnnasi,alnas
عَنْ,عن,AAan,an
ءَايَٰتِنَا,ءاياتنا,ayatina,aayatna
لَغَٰفِلُونَ,لغافلون,laghafiloona,lghaflwn
وَلَقَدْ,ولقد,Walaqad,wlqd
بَوَّأْنَا,بوانا,bawwana,bwana
بَنِىٓ,بني,banee,bny
إِسْرَٰٓءِيلَ,اسراءيل,israeela,asraayl
مُبَوَّأَ,مبوا,mubawwaa,mbwa
صِدْقٍ,صدق,sidqin,sdq
وَرَزَقْنَٰهُم,ورزقناهم,warazaqnahum,wrzqnahm
مِّنَ,من,mina,mn
ٱلطَّيِّبَٰتِ,الطيبات,alttayyibati,altybat
فَمَا,فما,fama,fma
ٱخْتَلَفُوا,اختلفوا,ikhtalafoo,akhtlfwa
حَتَّىٰ,حتيا,hatta,htya
جَآءَهُمُ,جاءهم,jaahumu,jaahm
ٱلْعِلْمُ,العلم,alAAilmu,alalm
إِنَّ,ان,inna,an
رَبَّكَ,ربك,rabbaka,rbk
يَقْضِى,يقضي,yaqdee,yqdy
بَيْنَهُمْ,بينهم,baynahum,bynhm
يَوْمَ,يوم,yawma,ywm
ٱلْقِيَٰمَةِ,القيامه,alqiyamati,alqyamh
فِيمَا,فيما,feema,fyma
كَانُوا,كانوا,kanoo,kanwa
فِيهِ,فيه,feehi,fyh
يَخْتَلِفُونَ,يختلفون,yakhtalifoona,ykhtlfwn
فَإِن,فان,Fain,fan
كُنتَ,كنت,kunta,knt
فِى,في,fee,fy
شَكٍّ,شك,shakkin,shk
مِّمَّآ,مما,mimma,mma
أَنزَلْنَآ,انزلنا,anzalnna,anzlna
إِلَيْكَ,اليك,ilayka,alyk
فَسْـَٔلِ,فسل,faisali,fsl
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَقْرَءُونَ,يقرءون,yaqraoona,yqrawn
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
مِن,من,min,mn
قَبْلِكَ,قبلك,qablika,qblk
لَقَدْ,لقد,laqad,lqd
جَآءَكَ,جاءك,jaaka,jaak
ٱلْحَقُّ,الحق,alhaqqu,alhq
مِن,من,min,mn
رَّبِّكَ,ربك,rabbika,rbk
فَلَا,فلا,fala,fla
تَكُونَنَّ,تكونن,takoonanna,tkwnn
مِنَ,من,mina,mn
ٱلْمُمْتَرِينَ,الممترين,almumtareena,almmtryn
وَلَا,ولا,Wala,wla
تَكُونَنَّ,تكونن,takoonanna,tkwnn
مِنَ,من,mina,mn
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَذَّبُوا,كذبوا,kaththaboo,kdhbwa
بِـَٔايَٰتِ,بايات,biayati,bayat
ٱللَّهِ,الله,Allahi,allh
